date,regime_label,regime_prob,method
2012-10-16,Normal,9.709251694387553e-10,HMM
2012-10-17,Normal,1.0604694099791381e-9,HMM
2012-10-18,Normal,1.3556805233283492e-9,HMM
2012-10-19,Normal,1.3538399302994971e-9,HMM
2012-10-22,Normal,1.326859430616322e-9,HMM
2012-10-23,Normal,1.3237217607920065e-9,HMM
2012-10-24,Normal,1.367553851910937e-9,HMM
2012-10-25,Normal,1.4133122264994793e-9,HMM
2012-10-26,Normal,1.4958597971957371e-9,HMM
2012-10-29,Normal,1.490645816888283e-9,HMM
2012-10-30,Normal,1.5221818047438826e-9,HMM
2012-10-31,Normal,1.5150060917801347e-9,HMM
2012-11-01,Normal,1.6809436545433864e-9,HMM
2012-11-02,Normal,1.6314323707089712e-9,HMM
2012-11-05,Normal,1.6895232533081912e-9,HMM
2012-11-06,Normal,1.384918287516449e-9,HMM
2012-11-07,Normal,1.4327871202422057e-9,HMM
2012-11-08,Normal,1.5009592858367763e-9,HMM
2012-11-09,Normal,1.4470816943293901e-9,HMM
2012-11-12,Normal,1.3921608990846284e-9,HMM
2012-11-13,Normal,1.3704601274187062e-9,HMM
2012-11-14,Normal,1.351908046919035e-9,HMM
2012-11-15,Normal,1.3709761375045246e-9,HMM
2012-11-16,Normal,1.2377053909386155e-9,HMM
2012-11-19,Normal,1.0815931860925362e-9,HMM
2012-11-20,Normal,1.1414551368116315e-9,HMM
2012-11-21,Normal,1.1981705876650825e-9,HMM
2012-11-23,Normal,1.189253751644118e-9,HMM
2012-11-26,Normal,1.1894522218243431e-9,HMM
2012-11-27,Normal,1.1972475821019228e-9,HMM
2012-11-28,Normal,1.184410152525179e-9,HMM
2012-11-29,Normal,1.1205291684336676e-9,HMM
2012-11-30,Normal,1.1216655249038104e-9,HMM
2012-12-03,Normal,1.136644411063404e-9,HMM
2012-12-04,Normal,1.1743338444148573e-9,HMM
2012-12-05,Normal,1.1814230245989646e-9,HMM
2012-12-06,Normal,1.3741963952866202e-9,HMM
2012-12-07,Normal,1.3802122869499169e-9,HMM
2012-12-10,Normal,1.3765853157886073e-9,HMM
2012-12-11,Normal,1.401693837224302e-9,HMM
2012-12-12,Normal,1.3334906838622794e-9,HMM
2012-12-13,Normal,1.3665831235554356e-9,HMM
2012-12-14,Normal,1.3633527839217948e-9,HMM
2012-12-17,Normal,1.3661690141602792e-9,HMM
2012-12-18,Normal,1.555676165147174e-9,HMM
2012-12-19,Normal,1.7863309611088918e-9,HMM
2012-12-20,Normal,1.7776015541475386e-9,HMM
2012-12-21,Normal,1.7464416160251678e-9,HMM
2012-12-24,Normal,1.7455838175462758e-9,HMM
2012-12-26,Normal,1.6259228002721178e-9,HMM
2012-12-27,Normal,1.6316649398606408e-9,HMM
2012-12-28,Normal,1.659183842282498e-9,HMM
2012-12-31,Normal,1.7559465876608503e-9,HMM
2013-01-02,Normal,1.6590028949569779e-9,HMM
2013-01-03,Normal,1.6612790781576559e-9,HMM
2013-01-04,Normal,1.6959328361504691e-9,HMM
2013-01-07,Normal,1.7260273151525648e-9,HMM
2013-01-08,Normal,1.755230086588936e-9,HMM
2013-01-09,Normal,1.7845164317901706e-9,HMM
2013-01-10,Normal,1.7995519430698987e-9,HMM
2013-01-11,Normal,1.6399817936800894e-9,HMM
2013-01-14,Normal,1.7638908118661868e-9,HMM
2013-01-15,Normal,1.761444782524006e-9,HMM
2013-01-16,Normal,1.7682889447537105e-9,HMM
2013-01-17,Normal,1.7682454311320445e-9,HMM
2013-01-18,Normal,1.7660828195687946e-9,HMM
2013-01-22,Normal,1.7480628938228821e-9,HMM
2013-01-23,Normal,1.7387092661103055e-9,HMM
2013-01-24,Normal,1.7916559790462536e-9,HMM
2013-01-25,Normal,1.792302733421322e-9,HMM
2013-01-28,Normal,1.906079824014534e-9,HMM
2013-01-29,Normal,1.89653601297201e-9,HMM
2013-01-30,Normal,1.8979996665015676e-9,HMM
2013-01-31,Normal,1.9047526904236375e-9,HMM
2013-02-01,Normal,2.019147222398858e-9,HMM
2013-02-04,Normal,2.0154856768713393e-9,HMM
2013-02-05,Normal,2.0099262466145685e-9,HMM
2013-02-06,Normal,2.001689055654636e-9,HMM
2013-02-07,Normal,2.0016844574055092e-9,HMM
2013-02-08,Normal,1.945520836947724e-9,HMM
2013-02-11,Normal,1.929995162853008e-9,HMM
2013-02-12,Normal,2.1868214071216898e-9,HMM
2013-02-13,Normal,2.2033980759360995e-9,HMM
2013-02-14,Normal,2.200770243371754e-9,HMM
2013-02-15,Normal,2.1772036133783165e-9,HMM
2013-02-19,Normal,2.1649742975475517e-9,HMM
2013-02-20,Normal,2.135683113886441e-9,HMM
2013-02-21,Normal,2.0180574343952427e-9,HMM
2013-02-22,Normal,2.0363111944726864e-9,HMM
2013-02-25,Normal,2.0414042438462313e-9,HMM
2013-02-26,Normal,1.985033859897435e-9,HMM
2013-02-27,Normal,1.9730164703707164e-9,HMM
2013-02-28,Normal,2.029002242643262e-9,HMM
2013-03-01,Normal,1.933818424886661e-9,HMM
2013-03-04,Normal,1.9377661131042098e-9,HMM
2013-03-05,Normal,1.9229502298594246e-9,HMM
2013-03-06,Normal,1.93783234247584e-9,HMM
2013-03-07,Normal,1.974144869609226e-9,HMM
2013-03-08,Normal,1.9343470404635298e-9,HMM
2013-03-11,Normal,1.9572456904457003e-9,HMM
2013-03-12,Normal,2.0863684892065566e-9,HMM
2013-03-13,Normal,2.078361225898696e-9,HMM
2013-03-14,Normal,2.0411116891518608e-9,HMM
2013-03-15,Normal,1.982045502115164e-9,HMM
2013-03-18,Normal,1.9852981541526754e-9,HMM
2013-03-19,Normal,1.952712425940583e-9,HMM
2013-03-20,Normal,1.8599046009979123e-9,HMM
2013-03-21,Normal,1.8084606773120473e-9,HMM
2013-03-22,Normal,1.8608035595418048e-9,HMM
2013-03-25,Normal,1.854467885616599e-9,HMM
2013-03-26,Normal,1.8710172282658418e-9,HMM
2013-03-27,Normal,1.8343900518408854e-9,HMM
2013-03-28,Normal,1.8405529944852184e-9,HMM
2013-04-01,Normal,1.8353015687692186e-9,HMM
2013-04-02,Normal,1.9074508622761762e-9,HMM
2013-04-03,Normal,1.8242717224742676e-9,HMM
2013-04-04,Normal,1.676092652966271e-9,HMM
2013-04-05,Normal,1.6595370174237247e-9,HMM
2013-04-08,Normal,1.6580749366861301e-9,HMM
2013-04-09,Normal,1.6550215786543198e-9,HMM
2013-04-10,Normal,1.6353392261343382e-9,HMM
2013-04-11,Normal,1.6133824186410077e-9,HMM
2013-04-12,Normal,1.4585463602629032e-9,HMM
2013-04-15,Normal,1.4585533926116347e-9,HMM
2013-04-16,Normal,1.4915682540733032e-9,HMM
2013-04-17,Normal,1.4860237744275194e-9,HMM
2013-04-18,Normal,1.4801300017308057e-9,HMM
2013-04-19,Normal,1.4625015666986908e-9,HMM
2013-04-22,Normal,1.496002291190098e-9,HMM
2013-04-23,Normal,1.4941881110130858e-9,HMM
2013-04-24,Normal,1.4314494316899922e-9,HMM
2013-04-25,Normal,1.4130561392276034e-9,HMM
2013-04-26,Normal,1.4428973955858847e-9,HMM
2013-04-29,Normal,1.4325622475892234e-9,HMM
2013-04-30,Normal,1.4170687601692916e-9,HMM
2013-05-01,Normal,1.3031514509947259e-9,HMM
2013-05-02,Normal,1.227179848336078e-9,HMM
2013-05-03,Normal,1.0164109627540666e-9,HMM
2013-05-06,Normal,1.030371935954164e-9,HMM
2013-05-07,Normal,1.040574189167483e-9,HMM
2013-05-08,Normal,1.024533331799984e-9,HMM
2013-05-09,Normal,1.0309621167434812e-9,HMM
2013-05-10,Normal,9.858788624338063e-10,HMM
2013-05-13,Normal,1.0930137218620795e-9,HMM
2013-05-14,Normal,1.1189133616195376e-9,HMM
2013-05-15,Normal,1.1342470456489723e-9,HMM
2013-05-16,Normal,1.0771637300579298e-9,HMM
2013-05-17,Normal,1.0703962965611426e-9,HMM
2013-05-20,Normal,1.0888088114454871e-9,HMM
2013-05-21,Normal,1.051591151861831e-9,HMM
2013-05-22,Normal,1.0347815830303501e-9,HMM
2013-05-23,Normal,1.0211266983794504e-9,HMM
2013-05-24,Normal,1.0239857031374119e-9,HMM
2013-05-28,Normal,9.529585523544784e-10,HMM
2013-05-29,Normal,9.245106503034206e-10,HMM
2013-05-30,Normal,9.43829980448009e-10,HMM
2013-05-31,Normal,1.05190067214513e-9,HMM
2013-06-03,Normal,1.0868195587749452e-9,HMM
2013-06-04,Normal,1.395159329109726e-9,HMM
2013-06-05,Normal,1.3538704134663644e-9,HMM
2013-06-06,Normal,1.3548671692700265e-9,HMM
2013-06-07,Normal,1.3778480765431966e-9,HMM
2013-06-10,Normal,1.3778524868956804e-9,HMM
2013-06-11,Normal,1.3707047963600783e-9,HMM
2013-06-12,Normal,1.337247469839734e-9,HMM
2013-06-13,Normal,1.340585324479787e-9,HMM
2013-06-14,Normal,1.32238446521568e-9,HMM
2013-06-17,Normal,1.4433188303712547e-9,HMM
2013-06-18,Normal,1.4401148802512089e-9,HMM
2013-06-19,Normal,1.4469439134884076e-9,HMM
2013-06-20,Normal,1.3397358380194015e-9,HMM
2013-06-21,Normal,1.2616479108963098e-9,HMM
2013-06-24,Normal,1.3024603165141404e-9,HMM
2013-06-25,Normal,1.2609136009486517e-9,HMM
2013-06-26,Normal,1.3689970120534567e-9,HMM
2013-06-27,Normal,1.3243741935641609e-9,HMM
2013-06-28,Normal,1.3256045898976782e-9,HMM
2013-07-01,Normal,1.3574642075282964e-9,HMM
2013-07-02,Normal,1.3721427341488385e-9,HMM
2013-07-03,Normal,1.3036340820151858e-9,HMM
2013-07-05,Normal,1.3111821819185435e-9,HMM
2013-07-08,Normal,1.313121697323856e-9,HMM
2013-07-09,Normal,1.3173657782334102e-9,HMM
2013-07-10,Normal,1.3185869343750278e-9,HMM
2013-07-11,Normal,1.4412267723999174e-9,HMM
2013-07-12,Normal,1.471624756092232e-9,HMM
2013-07-15,Normal,1.4702836890974096e-9,HMM
2013-07-16,Normal,1.5157243320234607e-9,HMM
2013-07-17,Normal,1.5203420615128817e-9,HMM
2013-07-18,Normal,1.532594462534694e-9,HMM
2013-07-19,Normal,1.5266965414632823e-9,HMM
2013-07-22,Normal,1.7277897441655976e-9,HMM
2013-07-23,Normal,1.942557115816342e-9,HMM
2013-07-24,Normal,1.9117455812984063e-9,HMM
2013-07-25,Normal,1.9684277330622855e-9,HMM
2013-07-26,Normal,1.996090625208516e-9,HMM
2013-07-29,Normal,2.1248284295447324e-9,HMM
2013-07-30,Normal,2.106366147484922e-9,HMM
2013-07-31,Normal,2.1140337277817744e-9,HMM
2013-08-01,Normal,2.015677778601368e-9,HMM
2013-08-02,Normal,2.14538279041239e-9,HMM
2013-08-05,Normal,2.2030636934123584e-9,HMM
2013-08-06,Normal,2.1572588644373657e-9,HMM
2013-08-07,Normal,2.1512394402667696e-9,HMM
2013-08-08,Normal,2.121233598634687e-9,HMM
2013-08-09,Normal,2.073074029847402e-9,HMM
2013-08-12,Normal,2.0764809032072027e-9,HMM
2013-08-13,Normal,2.0165115672686697e-9,HMM
2013-08-14,Normal,2.0100139591735324e-9,HMM
2013-08-15,Normal,1.9665399455883824e-9,HMM
2013-08-16,Normal,1.96608275406507e-9,HMM
2013-08-19,Normal,1.9651586218701746e-9,HMM
2013-08-20,Normal,1.9596010234518306e-9,HMM
2013-08-21,Normal,1.9635494763262403e-9,HMM
2013-08-22,Normal,1.9973916131832737e-9,HMM
2013-08-23,Normal,1.938392678925193e-9,HMM
2013-08-26,Normal,1.9541545728775647e-9,HMM
2013-08-27,Normal,1.7735016345138127e-9,HMM
2013-08-28,Normal,1.7889008920084654e-9,HMM
2013-08-29,Normal,1.7880841261787995e-9,HMM
2013-08-30,Normal,1.8245170186016813e-9,HMM
2013-09-03,Normal,1.819672742917716e-9,HMM
2013-09-04,Normal,1.8195165998032796e-9,HMM
2013-09-05,Normal,1.865452669330796e-9,HMM
2013-09-06,Normal,1.8592346796835058e-9,HMM
2013-09-09,Normal,1.7896576958064202e-9,HMM
2013-09-10,Normal,1.5786444518397103e-9,HMM
2013-09-11,Normal,1.5864684293026194e-9,HMM
2013-09-12,Normal,1.6127374025589948e-9,HMM
2013-09-13,Normal,1.6191487538010425e-9,HMM
2013-09-16,Normal,1.5327325048532578e-9,HMM
2013-09-17,Normal,1.4798757993826885e-9,HMM
2013-09-18,Normal,1.480973638936457e-9,HMM
2013-09-19,Normal,1.440624738248016e-9,HMM
2013-09-20,Normal,1.4375646684509218e-9,HMM
2013-09-23,Normal,1.395196210276386e-9,HMM
2013-09-24,Normal,1.437204629912383e-9,HMM
2013-09-25,Normal,1.3729570943927474e-9,HMM
2013-09-26,Normal,1.5417770600260673e-9,HMM
2013-09-27,Normal,1.5594568909319946e-9,HMM
2013-09-30,Normal,1.5475199576341159e-9,HMM
2013-10-01,Normal,1.5515736080332956e-9,HMM
2013-10-02,Normal,1.4656969466733468e-9,HMM
2013-10-03,Normal,1.460709638318414e-9,HMM
2013-10-04,Normal,1.4632585873275777e-9,HMM
2013-10-07,Normal,1.5030762305138813e-9,HMM
2013-10-08,Normal,1.522512661226776e-9,HMM
2013-10-09,Normal,1.6399271472074094e-9,HMM
2013-10-10,Normal,1.4976949601022403e-9,HMM
2013-10-11,Normal,1.4943831120676787e-9,HMM
2013-10-14,Normal,1.4934231325195587e-9,HMM
2013-10-15,Normal,1.5877870835433371e-9,HMM
2013-10-16,Normal,1.6575733082507502e-9,HMM
2013-10-17,Normal,1.6226108902125245e-9,HMM
2013-10-18,Normal,1.676223908369788e-9,HMM
2013-10-21,Normal,1.6793574481037642e-9,HMM
2013-10-22,Normal,1.7418613973313448e-9,HMM
2013-10-23,Normal,1.6823575146984312e-9,HMM
2013-10-24,Normal,1.7359844838656372e-9,HMM
2013-10-25,Normal,1.7254926651976014e-9,HMM
2013-10-28,Normal,1.570493645622389e-9,HMM
2013-10-29,Normal,1.6203249026713127e-9,HMM
2013-10-30,Normal,1.6248522517068993e-9,HMM
2013-10-31,Normal,1.6784511553434202e-9,HMM
2013-11-01,Normal,1.6251432096677396e-9,HMM
2013-11-04,Normal,1.6131997308257655e-9,HMM
2013-11-05,Normal,1.6144724188769604e-9,HMM
2013-11-06,Normal,1.6308329131411627e-9,HMM
2013-11-07,Normal,1.564013385942901e-9,HMM
2013-11-08,Normal,1.6910364306627545e-9,HMM
2013-11-11,Normal,1.6282559425994569e-9,HMM
2013-11-12,Normal,1.6184548157307504e-9,HMM
2013-11-13,Normal,1.6155737084006978e-9,HMM
2013-11-14,Normal,1.5672991126721564e-9,HMM
2013-11-15,Normal,1.5933539785175813e-9,HMM
2013-11-18,Normal,1.586451504774611e-9,HMM
2013-11-19,Normal,1.5820954177592951e-9,HMM
2013-11-20,Normal,1.582541158013162e-9,HMM
2013-11-21,Normal,1.5990731146248573e-9,HMM
2013-11-22,Normal,1.5999609648225892e-9,HMM
2013-11-25,Normal,1.6174863684794025e-9,HMM
2013-11-26,Normal,1.7296350171911513e-9,HMM
2013-11-27,Normal,1.7161451565903204e-9,HMM
2013-11-29,Normal,1.7138151844733405e-9,HMM
2013-12-02,Normal,1.7378788425528434e-9,HMM
2013-12-03,Normal,1.800803169182654e-9,HMM
2013-12-04,Normal,1.8458147139168455e-9,HMM
2013-12-05,Normal,1.787365633314448e-9,HMM
2013-12-06,Normal,1.769218580556632e-9,HMM
2013-12-09,Normal,1.8925506748675066e-9,HMM
2013-12-10,Normal,1.8633594611868327e-9,HMM
2013-12-11,Normal,1.9082745307644652e-9,HMM
2013-12-12,Normal,1.901177314233822e-9,HMM
2013-12-13,Normal,1.8809435056321423e-9,HMM
2013-12-16,Normal,1.8058261700166142e-9,HMM
2013-12-17,Normal,1.7550427056213375e-9,HMM
2013-12-18,Normal,1.7524356797871617e-9,HMM
2013-12-19,Normal,1.7304953055645467e-9,HMM
2013-12-20,Normal,1.6985018261426994e-9,HMM
2013-12-23,Normal,1.739840257635223e-9,HMM
2013-12-24,Normal,1.7870100318169903e-9,HMM
2013-12-26,Normal,1.7943900210425618e-9,HMM
2013-12-27,Normal,1.8251892721538944e-9,HMM
2013-12-30,Normal,1.778119083926035e-9,HMM
2013-12-31,Normal,1.7736881490063908e-9,HMM
2014-01-02,Normal,1.6962943098805625e-9,HMM
2014-01-03,Normal,1.7376950379550405e-9,HMM
2014-01-06,Normal,1.73902309173277e-9,HMM
2014-01-07,Normal,1.7497580467877046e-9,HMM
2014-01-08,Normal,1.743160734052971e-9,HMM
2014-01-09,Normal,1.7792929262763555e-9,HMM
2014-01-10,Normal,1.7833830158212567e-9,HMM
2014-01-13,Normal,1.7237810725618659e-9,HMM
2014-01-14,Normal,1.7114832351902995e-9,HMM
2014-01-15,Normal,1.7047488809658174e-9,HMM
2014-01-16,Normal,1.824844544059444e-9,HMM
2014-01-17,Normal,1.8384320898074692e-9,HMM
2014-01-20,Normal,1.8468753512205082e-9,HMM
2014-01-21,Normal,1.849740045929753e-9,HMM
2014-01-22,Normal,1.8955341044216402e-9,HMM
2014-01-23,Normal,1.901024129079272e-9,HMM
2014-01-24,Normal,1.8956579725493325e-9,HMM
2014-01-27,Normal,1.8943274166602927e-9,HMM
2014-01-28,Normal,1.8948862314204145e-9,HMM
2014-01-29,Normal,1.9532236038224416e-9,HMM
2014-01-30,Normal,1.9496703978087436e-9,HMM
2014-01-31,Normal,2.0267341132441833e-9,HMM
2014-02-03,Normal,2.0040737308477943e-9,HMM
2014-02-04,Normal,1.9971863127632433e-9,HMM
2014-02-05,Normal,1.998178087868011e-9,HMM
2014-02-06,Normal,1.948298331584053e-9,HMM
2014-02-07,Normal,1.8482857240083727e-9,HMM
2014-02-10,Normal,1.8880530944235314e-9,HMM
2014-02-11,Normal,1.9177600271273003e-9,HMM
2014-02-12,Normal,1.932605261067894e-9,HMM
2014-02-13,Normal,1.9548821003654844e-9,HMM
2014-02-14,Normal,1.9640672588959587e-9,HMM
2014-02-18,Normal,1.9287329372219487e-9,HMM
2014-02-19,Normal,1.9366956847246215e-9,HMM
2014-02-20,Normal,1.942864777466573e-9,HMM
2014-02-21,Normal,1.9466394677400757e-9,HMM
2014-02-24,Normal,1.953566164972151e-9,HMM
2014-02-25,Normal,4.770288102448039e-6,HMM
2014-02-26,Crisis,1.0,HMM
2014-02-27,Crisis,1.0,HMM
2014-02-28,Crisis,1.0,HMM
2014-03-03,Crisis,1.0,HMM
2014-03-04,Crisis,1.0,HMM
2014-03-05,Crisis,1.0,HMM
2014-03-06,Crisis,1.0,HMM
2014-03-07,Crisis,1.0,HMM
2014-03-10,Crisis,1.0,HMM
2014-03-11,Crisis,1.0,HMM
2014-03-12,Crisis,1.0,HMM
2014-03-13,Crisis,1.0,HMM
2014-03-14,Normal,4.623787007140649e-6,HMM
2014-03-17,Normal,1.8677434959795518e-9,HMM
2014-03-18,Normal,1.8481119233908456e-9,HMM
2014-03-19,Normal,1.9085355115291693e-9,HMM
2014-03-20,Normal,1.9138525917162907e-9,HMM
2014-03-21,Normal,1.8537606209684942e-9,HMM
2014-03-24,Normal,1.8489105101375225e-9,HMM
2014-03-25,Normal,1.8600335974750415e-9,HMM
2014-03-26,Normal,1.8390030955041434e-9,HMM
2014-03-27,Normal,1.82368875240077e-9,HMM
2014-03-28,Normal,1.8370067093851803e-9,HMM
2014-03-31,Normal,1.8359863442184005e-9,HMM
2014-04-01,Normal,2.0109017614334342e-9,HMM
2014-04-02,Normal,1.968569335090501e-9,HMM
2014-04-03,Normal,1.89316883788197e-9,HMM
2014-04-04,Normal,1.8164131265417413e-9,HMM
2014-04-07,Normal,1.8079386254458247e-9,HMM
2014-04-08,Normal,1.7884309668345514e-9,HMM
2014-04-09,Normal,1.7211355096255248e-9,HMM
2014-04-10,Normal,1.724009415962353e-9,HMM
2014-04-11,Normal,1.725912838132005e-9,HMM
2014-04-14,Normal,1.7318678573950353e-9,HMM
2014-04-15,Normal,1.7174079908756533e-9,HMM
2014-04-16,Normal,1.7145356438720713e-9,HMM
2014-04-17,Normal,1.7388406347429743e-9,HMM
2014-04-21,Normal,1.7409758208688762e-9,HMM
2014-04-22,Normal,1.7477037776644328e-9,HMM
2014-04-23,Normal,1.7590399424877646e-9,HMM
2014-04-24,Normal,1.7273198546534641e-9,HMM
2014-04-25,Normal,1.7626524345611525e-9,HMM
2014-04-28,Normal,1.762236224628958e-9,HMM
2014-04-29,Normal,1.7530214107615543e-9,HMM
2014-04-30,Normal,1.7241301873976221e-9,HMM
2014-05-01,Normal,1.7273613154257363e-9,HMM
2014-05-02,Normal,1.891864444487468e-9,HMM
2014-05-05,Normal,1.939574102176013e-9,HMM
2014-05-06,Normal,1.947097223111714e-9,HMM
2014-05-07,Normal,2.031678023350905e-9,HMM
2014-05-08,Normal,2.0538670362509355e-9,HMM
2014-05-09,Normal,2.1338039958827394e-9,HMM
2014-05-12,Normal,2.1380656265863753e-9,HMM
2014-05-13,Normal,2.134893578535101e-9,HMM
2014-05-14,Normal,2.101645409150936e-9,HMM
2014-05-15,Normal,2.167701659987543e-9,HMM
2014-05-16,Normal,2.134310465237854e-9,HMM
2014-05-19,Normal,2.13386411657166e-9,HMM
2014-05-20,Normal,2.1247301647727232e-9,HMM
2014-05-21,Normal,2.15148683264345e-9,HMM
2014-05-22,Normal,2.141828839618863e-9,HMM
2014-05-23,Normal,2.1784927778160368e-9,HMM
2014-05-26,Normal,2.1799656314977553e-9,HMM
2014-05-27,Normal,2.1853215920965003e-9,HMM
2014-05-28,Normal,2.1885157440969704e-9,HMM
2014-05-29,Normal,2.2215097513541096e-9,HMM
2014-05-30,Normal,2.195500748995177e-9,HMM
2014-06-02,Normal,2.2230327553648387e-9,HMM
2014-06-03,Normal,2.2147996033032516e-9,HMM
2014-06-04,Normal,2.2712555989674322e-9,HMM
2014-06-05,Normal,2.253326282669209e-9,HMM
2014-06-06,Normal,2.22983104978698e-9,HMM
2014-06-09,Normal,2.167932177210773e-9,HMM
2014-06-10,Normal,2.0948451664063736e-9,HMM
2014-06-11,Normal,2.0870122980118686e-9,HMM
2014-06-12,Normal,1.9591092724264257e-9,HMM
2014-06-13,Normal,1.9422026899061158e-9,HMM
2014-06-16,Normal,1.9718743310707342e-9,HMM
2014-06-17,Normal,1.9909501050213425e-9,HMM
2014-06-18,Normal,4.892670721671491e-6,HMM
2014-06-19,Crisis,1.0,HMM
2014-06-20,Crisis,1.0,HMM
2014-06-23,Crisis,1.0,HMM
2014-06-24,Crisis,1.0,HMM
2014-06-25,Crisis,1.0,HMM
2014-06-26,Crisis,1.0,HMM
2014-06-27,Crisis,1.0,HMM
2014-06-30,Crisis,1.0,HMM
2014-07-01,Crisis,1.0,HMM
2014-07-02,Crisis,1.0,HMM
2014-07-03,Normal,4.618494064610656e-6,HMM
2014-07-07,Normal,1.899269818130901e-9,HMM
2014-07-08,Normal,1.8671990365277355e-9,HMM
2014-07-09,Normal,1.912242289290074e-9,HMM
2014-07-10,Normal,1.945956719190032e-9,HMM
2014-07-11,Normal,1.9632324727048005e-9,HMM
2014-07-14,Normal,2.1672642547378336e-9,HMM
2014-07-15,Normal,2.229858881036404e-9,HMM
2014-07-16,Normal,2.1986172671920656e-9,HMM
2014-07-17,Normal,2.1928356929752298e-9,HMM
2014-07-18,Normal,2.201552667595462e-9,HMM
2014-07-21,Normal,2.2722276161868383e-9,HMM
2014-07-22,Normal,2.2134471654203415e-9,HMM
2014-07-23,Normal,2.204055772320487e-9,HMM
2014-07-24,Normal,2.1905693922671554e-9,HMM
2014-07-25,Normal,2.121163209477236e-9,HMM
2014-07-28,Normal,2.1210219336396504e-9,HMM
2014-07-29,Normal,2.1128592927012675e-9,HMM
2014-07-30,Normal,2.1714643128026246e-9,HMM
2014-07-31,Normal,2.1085168519317073e-9,HMM
2014-08-01,Normal,2.0599730009768143e-9,HMM
2014-08-04,Normal,2.0790428889447973e-9,HMM
2014-08-05,Normal,2.0677715765202764e-9,HMM
2014-08-06,Normal,2.00158697463728e-9,HMM
2014-08-07,Normal,2.0155050120808523e-9,HMM
2014-08-08,Normal,2.0142066671533357e-9,HMM
2014-08-11,Normal,2.0155468133345787e-9,HMM
2014-08-12,Normal,1.9491518493875023e-9,HMM
2014-08-13,Normal,1.932643089971212e-9,HMM
2014-08-14,Normal,1.9241680262617153e-9,HMM
2014-08-15,Normal,1.945109302313597e-9,HMM
2014-08-18,Normal,1.874677934548861e-9,HMM
2014-08-19,Normal,1.8607618746419055e-9,HMM
2014-08-20,Normal,1.8867641352525227e-9,HMM
2014-08-21,Normal,1.886221710045727e-9,HMM
2014-08-22,Normal,1.9030681133567008e-9,HMM
2014-08-25,Normal,1.946973526452233e-9,HMM
2014-08-26,Normal,1.9443535558695823e-9,HMM
2014-08-27,Normal,1.9536787274061446e-9,HMM
2014-08-28,Normal,1.943010296686638e-9,HMM
2014-08-29,Normal,1.9816223162264273e-9,HMM
2014-09-02,Normal,2.0197113866729903e-9,HMM
2014-09-03,Normal,1.9992651022501364e-9,HMM
2014-09-04,Normal,2.009761867574624e-9,HMM
2014-09-05,Normal,2.0009851347773797e-9,HMM
2014-09-08,Normal,1.999193118922605e-9,HMM
2014-09-09,Normal,1.951147352894495e-9,HMM
2014-09-10,Normal,1.874938124356354e-9,HMM
2014-09-11,Normal,1.936173891282477e-9,HMM
2014-09-12,Normal,1.9601799299954365e-9,HMM
2014-09-15,Normal,1.9802525690148078e-9,HMM
2014-09-16,Normal,1.9314514129499257e-9,HMM
2014-09-17,Normal,2.017129320382735e-9,HMM
2014-09-18,Normal,2.002420040410561e-9,HMM
2014-09-19,Normal,2.006116845950294e-9,HMM
2014-09-22,Normal,1.9623678359866988e-9,HMM
2014-09-23,Normal,1.9597037533499782e-9,HMM
2014-09-24,Normal,1.9752690619396177e-9,HMM
2014-09-25,Normal,1.9443599935199193e-9,HMM
2014-09-26,Normal,1.9446204621370375e-9,HMM
2014-09-29,Normal,1.9275233472127175e-9,HMM
2014-09-30,Normal,1.9215136213179348e-9,HMM
2014-10-01,Normal,1.932910739500733e-9,HMM
2014-10-02,Normal,1.6785275387525215e-9,HMM
2014-10-03,Normal,1.6962364891042577e-9,HMM
2014-10-06,Normal,1.733374904888585e-9,HMM
2014-10-07,Normal,1.7251454722046337e-9,HMM
2014-10-08,Normal,1.753313989112364e-9,HMM
2014-10-09,Normal,1.8104015414101832e-9,HMM
2014-10-10,Normal,1.7381384312177242e-9,HMM
2014-10-13,Normal,1.732692013372557e-9,HMM
2014-10-14,Normal,1.7039605025805991e-9,HMM
2014-10-15,Normal,1.6549762308784426e-9,HMM
2014-10-16,Normal,1.6692313181489426e-9,HMM
2014-10-17,Normal,1.5572164363742182e-9,HMM
2014-10-20,Normal,1.560864615924318e-9,HMM
2014-10-21,Normal,1.5269362220797072e-9,HMM
2014-10-22,Normal,1.447506655191598e-9,HMM
2014-10-23,Normal,1.4475535557058097e-9,HMM
2014-10-24,Normal,1.470686766132663e-9,HMM
2014-10-27,Normal,1.4733384958824824e-9,HMM
2014-10-28,Normal,1.4987728758470202e-9,HMM
2014-10-29,Normal,1.4192763866869989e-9,HMM
2014-10-30,Normal,1.3929311204408106e-9,HMM
2014-10-31,Normal,1.566308404833605e-9,HMM
2014-11-03,Normal,1.532869744272125e-9,HMM
2014-11-04,Normal,1.3587513370259698e-9,HMM
2014-11-05,Normal,1.332891056165395e-9,HMM
2014-11-06,Normal,1.3290975732677677e-9,HMM
2014-11-07,Normal,1.279271770118836e-9,HMM
2014-11-10,Normal,1.328990907754095e-9,HMM
2014-11-11,Normal,1.2618269640177778e-9,HMM
2014-11-12,Normal,1.290705362478525e-9,HMM
2014-11-13,Normal,1.2325290294564484e-9,HMM
2014-11-14,Normal,1.2347129035001952e-9,HMM
2014-11-17,Normal,1.2960485744714217e-9,HMM
