ticker,fold,test_start,test_end,oos_accuracy,oos_precision,oos_recall,n_test
BNO,15,2017-06-01T00:00:00.000,2017-09-01T00:00:00.000,0.3939393939393939,1.0,0.25925925925925924,66
BNO,16,2017-09-01T00:00:00.000,2017-12-01T00:00:00.000,0.078125,1.0,0.016666666666666666,64
BNO,17,2017-12-01T00:00:00.000,2018-03-01T00:00:00.000,0.6333333333333333,0.7142857142857143,0.6756756756756757,60
BNO,18,2018-03-01T00:00:00.000,2018-06-01T00:00:00.000,0.5873015873015873,0.7804878048780488,0.6530612244897959,63
BNO,19,2018-06-01T00:00:00.000,2018-09-01T00:00:00.000,0.5538461538461539,0.58,0.7837837837837838,65
BNO,20,2018-09-01T00:00:00.000,2018-12-01T00:00:00.000,0.36507936507936506,0.15789473684210525,0.42857142857142855,63
BNO,21,2018-12-01T00:00:00.000,2019-03-01T00:00:00.000,0.2807017543859649,0.8333333333333334,0.20408163265306123,57
BNO,22,2019-03-01T00:00:00.000,2019-06-01T00:00:00.000,0.4375,0.4411764705882353,0.46875,64
BNO,23,2019-06-01T00:00:00.000,2019-09-01T00:00:00.000,0.5,0.6,0.09090909090909091,64
BNO,24,2019-09-01T00:00:00.000,2019-12-01T00:00:00.000,0.6190476190476191,0.8823529411764706,0.6,63
BNO,25,2019-12-01T00:00:00.000,2020-03-01T00:00:00.000,0.4262295081967213,0.18421052631578946,0.6363636363636364,61
BNO,26,2020-03-01T00:00:00.000,2020-06-01T00:00:00.000,0.532258064516129,0.5166666666666667,1.0,62
BNO,27,2020-06-01T00:00:00.000,2020-09-01T00:00:00.000,0.7384615384615385,0.7333333333333333,0.9777777777777777,65
BNO,28,2020-09-01T00:00:00.000,2020-12-01T00:00:00.000,0.65625,0.6842105263157895,0.9069767441860465,64
BNO,29,2020-12-01T00:00:00.000,2021-03-01T00:00:00.000,0.47540983606557374,0.875,0.5,61
BNO,30,2021-03-01T00:00:00.000,2021-06-01T00:00:00.000,0.4603174603174603,1.0,0.3584905660377358,63
BNO,31,2021-06-01T00:00:00.000,2021-09-01T00:00:00.000,0.3384615384615385,0.2857142857142857,0.17647058823529413,65
BNO,32,2021-09-01T00:00:00.000,2021-12-01T00:00:00.000,0.421875,0.425,0.5483870967741935,64
BNO,33,2021-12-01T00:00:00.000,2022-03-01T00:00:00.000,0.8833333333333333,1.0,0.8833333333333333,60
