date,series_id,value
2013-01-30,OIL_BRENT,115.42
2013-01-31,OIL_BRENT,115.55
2013-02-01,OIL_BRENT,115.55
2013-02-04,OIL_BRENT,116.06
2013-02-05,OIL_BRENT,117.03
2013-02-06,OIL_BRENT,116.61
2013-02-07,OIL_BRENT,117.17
2013-02-08,OIL_BRENT,118.9
2013-02-11,OIL_BRENT,118.29
2013-02-12,OIL_BRENT,117.89
2013-02-13,OIL_BRENT,118.43
2013-02-14,OIL_BRENT,118.48
2013-02-15,OIL_BRENT,117.4
2013-02-19,OIL_BRENT,117.04
2013-02-20,OIL_BRENT,116.23
2013-02-21,OIL_BRENT,114.19
2013-02-22,OIL_BRENT,113.74
2013-02-25,OIL_BRENT,114.55
2013-02-26,OIL_BRENT,112.96
2013-02-27,OIL_BRENT,112.24
2013-02-28,OIL_BRENT,112.2
2013-03-01,OIL_BRENT,110.14
2013-03-04,OIL_BRENT,109.9
2013-03-05,OIL_BRENT,110.42
2013-03-06,OIL_BRENT,110.27
2013-03-07,OIL_BRENT,110.42
2013-03-08,OIL_BRENT,108.91
2013-03-11,OIL_BRENT,108.64
2013-03-12,OIL_BRENT,108.48
2013-03-13,OIL_BRENT,107.51
2013-03-14,OIL_BRENT,108.1
2013-03-15,OIL_BRENT,109.32
2013-03-18,OIL_BRENT,108.54
2013-03-19,OIL_BRENT,106.91
2013-03-20,OIL_BRENT,108.27
2013-03-21,OIL_BRENT,106.41
2013-03-22,OIL_BRENT,106.51
2013-03-25,OIL_BRENT,106.66
2013-03-26,OIL_BRENT,107.1
2013-03-27,OIL_BRENT,108.51
2013-03-28,OIL_BRENT,108.46
2013-04-01,OIL_BRENT,108.76
2013-04-02,OIL_BRENT,109.66
2013-04-03,OIL_BRENT,107.82
2013-04-04,OIL_BRENT,105.09
2013-04-05,OIL_BRENT,103.98
2013-04-08,OIL_BRENT,103.16
2013-04-09,OIL_BRENT,104.08
2013-04-10,OIL_BRENT,104.8
2013-04-11,OIL_BRENT,103.62
2013-04-12,OIL_BRENT,100.58
2013-04-15,OIL_BRENT,99.32
2013-04-16,OIL_BRENT,97.88
2013-04-17,OIL_BRENT,96.84
2013-04-18,OIL_BRENT,97.48
2013-04-19,OIL_BRENT,98.94
2013-04-22,OIL_BRENT,99.07
2013-04-23,OIL_BRENT,99.25
2013-04-24,OIL_BRENT,100.71
2013-04-25,OIL_BRENT,101.62
2013-04-26,OIL_BRENT,102.39
2013-04-29,OIL_BRENT,102.88
2013-04-30,OIL_BRENT,101.53
2013-05-01,OIL_BRENT,98.34
2013-05-02,OIL_BRENT,100.32
2013-05-03,OIL_BRENT,104.6
2013-05-06,OIL_BRENT,105.0
2013-05-07,OIL_BRENT,105.18
2013-05-08,OIL_BRENT,103.79
2013-05-09,OIL_BRENT,103.59
2013-05-10,OIL_BRENT,101.31
2013-05-13,OIL_BRENT,102.17
